品类,成本口径,成本预测方法,折组,训练截止日,测试开始日,测试结束日,训练样本数,测试样本数,使用最大日期,泄漏检查,加权绝对百分比误差,平均绝对误差,路径变化误差,方向准确率,百分之九十区间覆盖率,百分之九十区间平均宽度
茄类,销量加权成本,近14日中位数,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1001,7,2023-05-12,通过,0.2581965887428029,1.138122644064962,0.12499999999999956,0.5714285714285714,0.7142857142857143,3.0352633674552436
茄类,销量加权成本,近14日中位数,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1008,7,2023-05-19,通过,0.23046115999770145,0.8658519567725002,0.26879298669448576,0.14285714285714285,1.0,2.749794006860197
茄类,销量加权成本,近14日中位数,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1015,7,2023-05-26,通过,0.2077479037052525,0.9721616758099526,0.9220043358281115,0.42857142857142855,0.7142857142857143,2.78579373913028
茄类,销量加权成本,近14日中位数,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1022,7,2023-06-02,通过,0.27190695567182466,1.442823839480867,0.21396761571670217,1.0,0.5714285714285714,2.8440936803107157
茄类,销量加权成本,近14日中位数,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1029,7,2023-06-09,通过,0.0501329275625492,0.2608438895945443,0.38573257637514696,1.0,1.0,2.7056455952703513
茄类,销量加权成本,近14日中位数,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1036,7,2023-06-16,通过,0.14935302618324783,0.6932132815377139,0.3959685344210661,0.14285714285714285,1.0,2.5892255252030574
茄类,销量加权成本,指数加权移动平均,八折主要回测,2021-03-31,2021-04-01,2021-04-07,271,7,2021-03-31,通过,0.05494562188364853,0.321621500351091,0.22127822919579923,0.8571428571428571,1.0,4.535516947271774
茄类,销量加权成本,指数加权移动平均,八折主要回测,2021-06-30,2021-07-01,2021-07-07,362,7,2021-06-30,通过,0.12631927906469956,0.3427449083693114,0.21643657372324424,0.2857142857142857,1.0,2.6539250216032477
茄类,销量加权成本,指数加权移动平均,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,2021-09-30,通过,0.2045707570714957,1.1159298962600956,0.4676909513250161,0.14285714285714285,0.5714285714285714,2.8439777027102786
茄类,销量加权成本,指数加权移动平均,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,2021-12-31,通过,0.08228444792934951,0.4990489850498401,0.31234572566733904,1.0,1.0,2.0078486297132727
茄类,销量加权成本,指数加权移动平均,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,2022-03-31,通过,0.06651417804491806,0.673459958829884,1.0958674008974423,0.5714285714285714,1.0,4.143499723034689
茄类,销量加权成本,指数加权移动平均,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,通过,0.23029601407197064,0.8675361791501853,0.4275102779468665,0.2857142857142857,1.0,4.319991182686753
茄类,销量加权成本,指数加权移动平均,八折主要回测,2022-12-31,2023-01-01,2023-01-07,870,7,2022-12-31,通过,0.12156224118498479,0.7112200344580482,0.11356152039255507,0.0,1.0,2.66370296530285
茄类,销量加权成本,指数加权移动平均,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,945,7,2023-03-17,通过,0.05427277585491415,0.3652895843834741,0.2048867541651679,1.0,1.0,2.9724302286497633
茄类,销量加权成本,指数加权移动平均,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,952,7,2023-03-24,通过,0.13200468975029375,0.7826075546930618,0.2652571580598407,1.0,1.0,3.3096774050135096
茄类,销量加权成本,指数加权移动平均,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,959,7,2023-03-31,通过,0.05935535781558648,0.32680669786879274,0.16202659175796827,0.14285714285714285,1.0,3.6978349490567064
茄类,销量加权成本,指数加权移动平均,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,966,7,2023-04-07,通过,0.06867264142329625,0.4004556939422535,0.3222841684728805,1.0,1.0,4.159917061910932
茄类,销量加权成本,指数加权移动平均,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,973,7,2023-04-14,通过,0.16757618041236846,0.8208309748484065,0.27533768186180635,0.2857142857142857,1.0,4.403370840999688
茄类,销量加权成本,指数加权移动平均,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,980,7,2023-04-21,通过,0.12369812098599697,0.5051298177646032,0.23315112135655816,0.0,1.0,4.828285533978863
茄类,销量加权成本,指数加权移动平均,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,987,7,2023-04-28,通过,0.18497180518913126,0.9497243471639928,0.2979084712904229,0.14285714285714285,1.0,4.629328192376356
茄类,销量加权成本,指数加权移动平均,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,994,7,2023-05-05,通过,0.12546556421466024,0.7095973838940569,0.32666666666666666,0.42857142857142855,1.0,3.486223333287928
茄类,销量加权成本,指数加权移动平均,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1001,7,2023-05-12,通过,0.16113152197783162,0.7102628068347518,0.12499999999999956,0.5714285714285714,1.0,3.035263367455243
茄类,销量加权成本,指数加权移动平均,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1008,7,2023-05-19,通过,0.13283031324048503,0.49904889239959216,0.26879298669448576,0.14285714285714285,1.0,2.749794006860197
茄类,销量加权成本,指数加权移动平均,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1015,7,2023-05-26,通过,0.21287625458069842,0.9961599260560218,0.9220043358281115,0.42857142857142855,0.5714285714285714,2.7857937391302796
茄类,销量加权成本,指数加权移动平均,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1022,7,2023-06-02,通过,0.03945784503854449,0.20937573787139815,0.21396761571670217,1.0,1.0,2.8440936803107157
茄类,销量加权成本,指数加权移动平均,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1029,7,2023-06-09,通过,0.04661113191376452,0.24251982754490672,0.38573257637514696,1.0,1.0,2.705645595270351
茄类,销量加权成本,指数加权移动平均,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1036,7,2023-06-16,通过,0.1057567959008895,0.49086394433963537,0.3959685344210661,0.14285714285714285,1.0,2.5892255252030574
茄类,销量加权成本,同星期最近4次统计,八折主要回测,2021-03-31,2021-04-01,2021-04-07,271,7,2021-03-31,通过,0.07079327424450568,0.4143849554655776,0.25866318673252264,0.8571428571428571,1.0,4.535516947271775
茄类,销量加权成本,同星期最近4次统计,八折主要回测,2021-06-30,2021-07-01,2021-07-07,362,7,2021-06-30,通过,0.122346362262182,0.3319651048783468,0.23500339006702373,0.42857142857142855,1.0,2.6539250216032486
茄类,销量加权成本,同星期最近4次统计,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,2021-09-30,通过,0.18015832321174832,0.9827604971995872,0.5099537832687154,0.7142857142857143,0.5714285714285714,2.8439777027102786
茄类,销量加权成本,同星期最近4次统计,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,2021-12-31,通过,0.06785988800600637,0.41156511451678657,0.4442546391316878,0.7142857142857143,1.0,2.0078486297132727
茄类,销量加权成本,同星期最近4次统计,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,2022-03-31,通过,0.15618664597118415,1.5813989627068377,1.2697048702631824,0.5714285714285714,0.5714285714285714,4.143499723034688
茄类,销量加权成本,同星期最近4次统计,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,通过,0.12370497814195948,0.46600261194965453,0.7396592603227617,0.7142857142857143,1.0,4.319991182686754
茄类,销量加权成本,同星期最近4次统计,八折主要回测,2022-12-31,2023-01-01,2023-01-07,870,7,2022-12-31,通过,0.10776512605147075,0.6304977262394368,0.19150829203910438,0.8571428571428571,1.0,2.66370296530285
茄类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,945,7,2023-03-17,通过,0.2409075770913553,1.621458039031973,0.3774596457811434,0.0,0.42857142857142855,2.9724302286497633
茄类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,952,7,2023-03-24,通过,0.27754298394049015,1.645450903257771,0.41166284576778267,0.0,0.42857142857142855,3.3096774050135096
茄类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,959,7,2023-03-31,通过,0.24652349078446392,1.3573421327973567,0.25582984369127776,0.14285714285714285,1.0,3.697834949056708
茄类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,966,7,2023-04-07,通过,0.08273309567969553,0.48244742820048436,0.4613206611047194,1.0,1.0,4.159917061910932
茄类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,973,7,2023-04-14,通过,0.20212479982331713,0.9900589455598244,0.3639214585127541,0.2857142857142857,1.0,4.403370840999689
茄类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,980,7,2023-04-21,通过,0.3799637803045165,1.5516083314159423,0.34434032133326964,0.0,1.0,4.828285533978863
茄类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,987,7,2023-04-28,通过,0.1501057238392688,0.7707069757634866,0.4305644802708632,0.8571428571428571,1.0,4.629328192376356
茄类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,994,7,2023-05-05,通过,0.16314941733484953,0.9227264903266704,0.37732711898450716,0.42857142857142855,1.0,3.486223333287928
茄类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1001,7,2023-05-12,通过,0.09669519645338928,0.42622946024100006,0.1224495825474999,0.8571428571428571,1.0,3.0352633674552427
茄类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1008,7,2023-05-19,通过,0.22951678829760644,0.8623039138638556,0.4207470115693311,0.14285714285714285,0.7142857142857143,2.749794006860197
茄类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1015,7,2023-05-26,通过,0.18561470632751356,0.8685888075883652,0.8678203881554594,0.5714285714285714,0.7142857142857143,2.78579373913028
茄类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1022,7,2023-06-02,通过,0.16531252313854455,0.8772002494739414,0.4799897147299945,1.0,1.0,2.8440936803107157
茄类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1029,7,2023-06-09,通过,0.12419135835468431,0.646173254630864,0.2752822516928976,1.0,1.0,2.7056455952703513
茄类,销量加权成本,同星期最近4次统计,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1036,7,2023-06-16,通过,0.06793350026613999,0.3153093435686687,0.4583446725112011,0.7142857142857143,1.0,2.5892255252030574
茄类,销量加权成本,同星期最近8次统计,八折主要回测,2021-03-31,2021-04-01,2021-04-07,271,7,2021-03-31,通过,0.057595311725186095,0.33713132976215754,0.23132623230432894,0.8571428571428571,1.0,4.535516947271774
茄类,销量加权成本,同星期最近8次统计,八折主要回测,2021-06-30,2021-07-01,2021-07-07,362,7,2021-06-30,通过,0.24911708738753308,0.675934931881119,0.16725082415822254,0.2857142857142857,1.0,2.6539250216032477
茄类,销量加权成本,同星期最近8次统计,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,2021-09-30,通过,0.17664902453041173,0.9636173343669788,0.7718612133408596,0.8571428571428571,0.8571428571428571,2.8439777027102786
茄类,销量加权成本,同星期最近8次统计,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,2021-12-31,通过,0.10220870189462997,0.6198880861128478,0.3963198209911834,0.2857142857142857,0.8571428571428571,2.0078486297132727
茄类,销量加权成本,同星期最近8次统计,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,2022-03-31,通过,0.1811748185622346,1.8344056776517073,1.5138067545732097,0.5714285714285714,0.5714285714285714,4.143499723034688
茄类,销量加权成本,同星期最近8次统计,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,通过,0.18627997225092272,0.7017256292080869,0.5936399972318146,0.42857142857142855,1.0,4.319991182686754
茄类,销量加权成本,同星期最近8次统计,八折主要回测,2022-12-31,2023-01-01,2023-01-07,870,7,2022-12-31,通过,0.2314960538733817,1.3544060212100253,0.2431248233812681,0.0,0.42857142857142855,2.66370296530285
茄类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-03-17,2023-03-18,2023-03-24,945,7,2023-03-17,通过,0.2336949574310011,1.5729126164597038,0.28703529448650683,0.0,0.2857142857142857,2.9724302286497633
茄类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-03-24,2023-03-25,2023-03-31,952,7,2023-03-24,通过,0.34700437173504595,2.0572620817114733,0.3903034004100407,0.0,0.14285714285714285,3.3096774050135096
茄类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-03-31,2023-04-01,2023-04-07,959,7,2023-03-31,通过,0.3534533163608462,1.9460907224171289,0.08162464309757429,0.14285714285714285,0.14285714285714285,3.697834949056708
茄类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-04-07,2023-04-08,2023-04-14,966,7,2023-04-07,通过,0.2134106849658143,1.244477016922858,0.37916768634175835,1.0,1.0,4.159917061910932
茄类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-04-14,2023-04-15,2023-04-21,973,7,2023-04-14,通过,0.40116744808129573,1.965020724757569,0.34206891448224974,0.2857142857142857,0.42857142857142855,4.403370840999689
茄类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-04-21,2023-04-22,2023-04-28,980,7,2023-04-21,通过,0.5615674586055059,2.293199490556872,0.2666437988799042,0.0,0.7142857142857143,4.828285533978862
茄类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-04-28,2023-04-29,2023-05-05,987,7,2023-04-28,通过,0.17102441780848304,0.8781124960433023,0.37665222936550213,0.8571428571428571,1.0,4.629328192376356
茄类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-05-05,2023-05-06,2023-05-12,994,7,2023-05-05,通过,0.10257040850010446,0.5801089246455907,0.3802955787280857,0.5714285714285714,1.0,3.4862233332879278
茄类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-05-12,2023-05-13,2023-05-19,1001,7,2023-05-12,通过,0.27840666653988017,1.2272080471338642,0.216515747876604,0.5714285714285714,0.8571428571428571,3.0352633674552436
茄类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-05-19,2023-05-20,2023-05-26,1008,7,2023-05-19,通过,0.4141636121710778,1.556029545394422,0.4561963366790889,0.14285714285714285,0.2857142857142857,2.749794006860197
茄类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-05-26,2023-05-27,2023-06-02,1015,7,2023-05-26,通过,0.2232812964314525,1.0448505878730152,1.0031688132360548,0.5714285714285714,0.8571428571428571,2.78579373913028
茄类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-06-02,2023-06-03,2023-06-09,1022,7,2023-06-02,通过,0.13375208049616197,0.7097306129709402,0.33498319689586936,1.0,1.0,2.8440936803107157
茄类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-06-09,2023-06-10,2023-06-16,1029,7,2023-06-09,通过,0.12062405782123699,0.627612428608164,0.3622024872079832,1.0,1.0,2.7056455952703513
茄类,销量加权成本,同星期最近8次统计,近期滚动回测,2023-06-16,2023-06-17,2023-06-23,1036,7,2023-06-16,通过,0.04721186518014035,0.2191310937944165,0.40372531376140613,0.8571428571428571,1.0,2.5892255252030574
茄类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2021-03-31,2021-04-01,2021-04-07,271,7,2021-03-31,通过,0.055657077210690714,0.32578596918175823,0.22362932975363092,0.8571428571428571,1.0,4.535516947271775
茄类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2021-06-30,2021-07-01,2021-07-07,362,7,2021-06-30,通过,0.16929106412993716,0.45934120818754326,0.1811306570014012,0.2857142857142857,1.0,2.6539250216032486
茄类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2021-09-30,2021-10-01,2021-10-07,454,7,2021-09-30,通过,0.18564708955447315,1.0127016214497762,0.5703196762453913,0.7142857142857143,0.7142857142857143,2.8439777027102786
茄类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2021-12-31,2022-01-01,2022-01-07,546,7,2021-12-31,通过,0.08925793681719764,0.5413426704218925,0.332544648306574,0.42857142857142855,1.0,2.0078486297132727
茄类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2022-03-31,2022-04-01,2022-04-07,635,7,2022-03-31,通过,0.10011966104199009,1.0137174476976376,1.236372266364288,0.5714285714285714,0.8571428571428571,4.143499723034688
茄类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2022-06-30,2022-07-01,2022-07-07,726,7,2022-06-30,通过,0.21162292685479586,0.7971937600570637,0.48565567969659834,0.2857142857142857,1.0,4.319991182686754
茄类,销量加权成本,指数加权移动平均加周内收缩,八折主要回测,2022-12-31,2023-01-01,2023-01-07,870,7,2022-12-31,通过,0.16003907562592376,0.9363351298212405,0.10758007693945466,0.0,1.0,2.66370296530285
