分类,模型,变量,系数,经典标准误,经典p值,稳健标准误,稳健p值,稳健95%下限,稳健95%上限
花叶类,对数模型,星期_3,-0.016847278319376748,0.03973921183982056,0.6716907567034689,0.025908869095171084,0.5156699558170952,-0.0676854505052582,0.0339908938665047
花叶类,对数模型,星期_4,-0.05026854517811984,0.03974318744853473,0.206207182959392,0.027873719204360794,0.07160159707841734,-0.1049621302654101,0.004425039909170411
花叶类,对数模型,星期_5,0.04100504353758071,0.0398098152595949,0.30323263651900684,0.02998219045027448,0.1717109521806123,-0.01782576667732881,0.09983585375249023
花叶类,对数模型,星期_6,0.37255820039352877,0.039811830851794905,4.6536989179086517e-20,0.02789169106143686,9.658182942227493e-38,0.31782935107447385,0.4272870497125837
花叶类,对数模型,星期_7,0.3251177333707839,0.03966150733064598,7.002246113935509e-16,0.028949131013344516,9.702991922689536e-28,0.2683139839797173,0.38192148276185056
花菜类,线性模型,截距,74.26184996464434,3.4928861511927893,7.035784973534426e-84,6.075040609792325,3.004127534602702e-32,62.341429227622314,86.18227070166637
花菜类,线性模型,日平均售价,-3.5126953143224044,0.2552807101812099,9.049033144460139e-40,0.3779946256733853,8.227022881358352e-20,-4.254394878782424,-2.7709957498623843
花菜类,线性模型,月份_02,-7.112081721370666,2.929237858435078,0.015348876391202734,6.6755025998514075,0.2869365737830446,-20.210726608294884,5.98656316555355
花菜类,线性模型,月份_03,-19.5155749258159,2.8331069319081537,9.637959132991262e-12,5.631052417729544,0.0005499380109363355,-30.564803782552048,-8.466346069079757
花菜类,线性模型,月份_04,-17.543285013431344,2.847571912656912,1.0251061609350632e-09,5.219261240563998,0.0008034616905573387,-27.7844988455939,-7.302071181268786
花菜类,线性模型,月份_05,-20.99117332816499,2.8461395259588924,3.2922125130777487e-13,5.213928507490817,6.076198593478681e-05,-31.221923292512724,-10.760423363817257
